0.092,0.089289,0.375729,0.360576,NORMAL
0.102081,0.101043,0.247132,0.229586,NORMAL
0.10464,0.103631,0.285363,0.26925,NORMAL
0.100391,0.099487,0.229492,0.216074,NORMAL
0.105034,0.104464,0.359206,0.339981,NORMAL
0.111691,0.111152,0.291167,0.275739,NORMAL
0.108145,0.108145,0.257051,0.241438,NORMAL
0.098802,0.098153,0.282216,0.26667,NORMAL
0.095682,0.094489,0.231024,0.217561,NORMAL
0.095009,0.093335,0.328417,0.313122,NORMAL
0.506286,0.141081,0.317632,0.214466,ATTACKER
0.493817,0.169094,0.413046,0.290116,ATTACKER
0.51812,0.498614,0.700585,0.568884,ATTACKER
0.494635,0.138166,0.294004,0.192727,ATTACKER
0.466542,0.097307,0.286667,0.180922,ATTACKER
0.469871,0.095144,0.404819,0.301367,ATTACKER
0.517635,0.111305,0.553198,0.432011,ATTACKER
0.503653,0.099106,0.580372,0.472772,ATTACKER
0.514321,0.296766,0.499803,0.373808,ATTACKER
0.473131,0.190471,0.438463,0.324136,ATTACKER
0.093606,0.09257,0.302626,0.285247,NORMAL
0.104053,0.099849,0.508914,0.494182,NORMAL
0.098664,0.098664,0.322204,0.306034,NORMAL
0.098491,0.096095,0.549124,0.5344,NORMAL
0.102805,0.102805,0.97257,0.955034,NORMAL
0.095549,0.095098,0.270755,0.25616,NORMAL
0.107949,0.107168,0.44675,0.429866,NORMAL
0.104702,0.102669,0.3264,0.308521,NORMAL
0.098779,0.097196,0.319584,0.302234,NORMAL
0.099414,0.097888,0.448669,0.430617,NORMAL
0.511178,0.169067,0.331279,0.218582,ATTACKER
0.504903,0.213552,0.371069,0.258663,ATTACKER
0.093792,0.092997,0.092659,0.065353,NORMAL
0.485585,0.222608,0.476134,0.37084,ATTACKER
0.493824,0.180423,0.294697,0.188978,ATTACKER
0.476625,0.178863,0.324608,0.216263,ATTACKER
0.490529,0.21437,0.423999,0.308613,ATTACKER
0.516212,0.199057,0.355191,0.232968,ATTACKER
0.497253,0.129893,0.291656,0.180106,ATTACKER
0.523108,0.217787,0.387362,0.263065,ATTACKER
0.054429,0.051865,0.251196,0.242487,NORMAL
0.105233,0.103418,0.787917,0.770698,NORMAL
0.101143,0.099,0.327213,0.311659,NORMAL
0.092131,0.090074,0.399986,0.386182,NORMAL
0.104159,0.103246,0.356543,0.341166,NORMAL
0.10452,0.103547,0.448344,0.43107,NORMAL
0.096507,0.09361,0.445767,0.427584,NORMAL
0.102768,0.099843,0.490236,0.475898,NORMAL
0.090049,0.088572,0.836254,0.822062,NORMAL
0.092736,0.091448,0.297856,0.283926,NORMAL
0.493693,0.117284,0.275532,0.163013,ATTACKER
0.464891,0.098597,0.439267,0.331719,ATTACKER
0.46936,0.231835,0.401254,0.289934,ATTACKER
0.523916,0.210898,0.386122,0.256709,ATTACKER
0.489344,0.11126,0.291849,0.171,ATTACKER
0.498807,0.134626,0.275116,0.165395,ATTACKER
0.512224,0.126631,0.262667,0.148935,ATTACKER
0.526576,0.10928,0.259114,0.140207,ATTACKER
0.514716,0.128622,0.330384,0.203879,ATTACKER
0.489568,0.175346,0.410694,0.295852,ATTACKER
0.087665,0.086909,0.397511,0.38517,NORMAL
0.105592,0.103791,0.424723,0.408029,NORMAL
0.112971,0.110568,0.656235,0.638231,NORMAL
0.110484,0.110484,0.347347,0.322781,NORMAL
0.094919,0.09468,0.385835,0.369954,NORMAL
0.0901,0.085746,0.418266,0.404174,NORMAL
0.103595,0.102513,0.372606,0.354416,NORMAL
0.103988,0.103365,0.273179,0.258937,NORMAL
0.099105,0.097506,0.341573,0.323923,NORMAL
0.103703,0.103703,0.469213,0.449126,NORMAL
0.489839,0.112473,0.307408,0.197991,ATTACKER
0.491296,0.105693,0.29076,0.175872,ATTACKER
0.531202,0.513936,0.795934,0.644656,ATTACKER
0.486915,0.11423,0.369803,0.245581,ATTACKER
0.503092,0.222968,0.441617,0.316614,ATTACKER
0.472815,0.170571,0.336135,0.228803,ATTACKER
0.493302,0.099799,0.255746,0.147338,ATTACKER
0.496715,0.137976,0.308043,0.197756,ATTACKER
0.495616,0.095574,0.26977,0.165836,ATTACKER
0.510544,0.097967,0.287145,0.18085,ATTACKER
0.085544,0.085544,0.25267,0.2416,NORMAL
0.085359,0.084198,0.321818,0.31006,NORMAL
0.103102,0.101952,0.365263,0.35004,NORMAL
0.099773,0.096523,0.422771,0.406615,NORMAL
0.102309,0.100514,0.447783,0.432259,NORMAL
0.089878,0.089878,0.26201,0.250322,NORMAL
0.092234,0.091513,0.38536,0.368722,NORMAL
0.106112,0.10387,0.701818,0.688315,NORMAL
0.106409,0.105628,0.428841,0.414136,NORMAL
0.092196,0.091283,0.434618,0.422045,NORMAL
0.497845,0.150875,0.341862,0.222115,ATTACKER
0.360444,0.25863,0.513375,0.423405,ATTACKER
0.505982,0.100953,0.234986,0.125096,ATTACKER
0.512746,0.153744,0.388293,0.26727,ATTACKER
0.482976,0.455857,0.564653,0.425028,ATTACKER
0.223184,0.086387,0.197053,0.145548,ATTACKER
0.510331,0.168914,0.436534,0.314852,ATTACKER
0.540607,0.057337,0.139917,0.077606,ATTACKER
0.525087,0.106888,0.29152,0.175685,ATTACKER
0.487715,0.095043,0.281698,0.178389,ATTACKER
0.099202,0.097021,0.226527,0.2088,NORMAL
0.091824,0.091824,0.191828,0.179731,NORMAL
0.092251,0.09191,0.312773,0.299036,NORMAL
0.0894,0.087905,0.285634,0.270806,NORMAL
0.100444,0.099641,0.277188,0.2626,NORMAL
0.099651,0.098308,0.541732,0.524253,NORMAL
0.09535,0.09535,0.385758,0.367644,NORMAL
0.103832,0.103141,0.458688,0.441344,NORMAL
0.101412,0.098468,0.548893,0.534923,NORMAL
0.096121,0.09499,0.457902,0.441883,NORMAL
0.488076,0.116118,0.298446,0.19584,ATTACKER
0.517491,0.249649,0.497568,0.377832,ATTACKER
0.50061,0.109801,0.388756,0.269615,ATTACKER
0.510171,0.091399,0.298509,0.199059,ATTACKER
0.51813,0.309246,0.467689,0.335267,ATTACKER
0.490373,0.170573,0.401386,0.284133,ATTACKER
0.485252,0.100282,0.337529,0.228274,ATTACKER
0.495309,0.249407,0.423648,0.296493,ATTACKER
0.523914,0.115659,0.307562,0.18148,ATTACKER
0.514707,0.105316,0.327431,0.213006,ATTACKER
0.109352,0.107995,0.418617,0.401615,NORMAL
0.116403,0.115262,0.284236,0.26256,NORMAL
0.100935,0.100935,0.260952,0.24504,NORMAL
0.101671,0.095056,0.469301,0.452848,NORMAL
0.102404,0.100367,0.381927,0.366559,NORMAL
0.100212,0.098157,0.286743,0.27178,NORMAL
0.099379,0.096356,0.225063,0.211429,NORMAL
0.110116,0.108607,0.355471,0.337095,NORMAL
0.096146,0.095484,0.332503,0.315825,NORMAL
0.096992,0.096094,0.294892,0.278999,NORMAL
0.493955,0.456475,0.712214,0.583529,ATTACKER
0.109685,0.109685,0.117824,0.089108,NORMAL
0.511885,0.361791,0.658243,0.533503,ATTACKER
0.526767,0.441084,0.574762,0.444739,ATTACKER
0.502808,0.114275,0.431377,0.324068,ATTACKER
0.495244,0.476691,1.025419,0.892927,ATTACKER
0.484367,0.477624,0.81206,0.676814,ATTACKER
0.491888,0.415701,0.62136,0.494718,ATTACKER
0.520139,0.502713,0.877412,0.74174,ATTACKER
0.505621,0.276534,0.50424,0.391302,ATTACKER
0.097869,0.097485,0.228195,0.214137,NORMAL
0.094405,0.093444,0.333472,0.317929,NORMAL
0.086716,0.083919,0.275735,0.264897,NORMAL
0.114657,0.113801,0.40713,0.388959,NORMAL
0.098676,0.094564,1.168315,1.155257,NORMAL
0.101382,0.101018,0.267245,0.251033,NORMAL
0.095858,0.094283,0.385129,0.371623,NORMAL
0.094516,0.093877,0.287896,0.270791,NORMAL
0.092558,0.087587,0.268841,0.253861,NORMAL
0.099944,0.097905,0.425142,0.410592,NORMAL
0.510075,0.091771,0.193585,0.093644,ATTACKER
0.490311,0.169088,0.314536,0.192701,ATTACKER
0.511937,0.203352,0.328246,0.216602,ATTACKER
0.488699,0.214253,0.497347,0.376445,ATTACKER
0.490132,0.103584,0.24101,0.128649,ATTACKER
0.490115,0.104674,0.282078,0.168495,ATTACKER
0.508634,0.107516,0.232733,0.11608,ATTACKER
0.505782,0.104204,0.238769,0.125461,ATTACKER
0.485485,0.190468,0.370144,0.249062,ATTACKER
0.485753,0.098719,0.267525,0.160206,ATTACKER
0.101278,0.099334,0.459565,0.4428,NORMAL
0.103782,0.102229,0.358087,0.341498,NORMAL
0.109598,0.109598,0.366528,0.346028,NORMAL
0.099365,0.098742,0.30302,0.288268,NORMAL
0.09026,0.088485,0.396879,0.382681,NORMAL
0.100758,0.099152,0.397975,0.381254,NORMAL
0.120026,0.117709,0.597273,0.578363,NORMAL
0.10151,0.100894,0.449637,0.432892,NORMAL
0.143672,0.143672,0.437959,0.414962,NORMAL
0.10867,0.10867,0.359446,0.34184,NORMAL
0.178507,0.085914,0.148627,0.106491,ATTACKER
0.49406,0.151317,0.278412,0.166808,ATTACKER
0.512002,0.157223,0.319565,0.202856,ATTACKER
0.522307,0.109959,0.35721,0.237753,ATTACKER
0.491454,0.100642,0.302543,0.19318,ATTACKER
0.507355,0.16211,0.314605,0.187717,ATTACKER
0.505397,0.098972,0.262733,0.155028,ATTACKER
0.471002,0.104811,0.255788,0.15143,ATTACKER
0.480141,0.156389,0.330631,0.21857,ATTACKER
0.464331,0.297783,0.700984,0.590886,ATTACKER
0.101348,0.099527,0.618281,0.601924,NORMAL
0.135668,0.132781,0.632846,0.598153,NORMAL
0.115028,0.113355,0.500898,0.480051,NORMAL
0.100043,0.098331,0.478754,0.463336,NORMAL
0.103924,0.101784,0.402938,0.386021,NORMAL
0.089571,0.08922,0.365538,0.348341,NORMAL
0.094271,0.092386,0.446379,0.430677,NORMAL
0.093329,0.092715,0.406382,0.391611,NORMAL
0.099147,0.099147,0.476313,0.457267,NORMAL
0.09288,0.091679,0.350048,0.338422,NORMAL
0.48841,0.103066,0.262828,0.150391,ATTACKER
0.489007,0.115478,0.278606,0.153109,ATTACKER
0.517293,0.107556,0.251118,0.134074,ATTACKER
0.512116,0.211174,0.416623,0.28804,ATTACKER
0.482659,0.100175,0.313079,0.20438,ATTACKER
0.492994,0.20233,0.412356,0.287549,ATTACKER
0.500863,0.201336,0.425542,0.311829,ATTACKER
0.483633,0.098669,0.237413,0.130276,ATTACKER
0.479871,0.088232,0.229181,0.133325,ATTACKER
0.512271,0.197847,0.316242,0.202457,ATTACKER
